Id,Reputation,DaysExisted,Views,UpVotes,DownVotes,QuestionViews,QuestionVotes,Questions,Answers,AcceptedAnswers,GoldBadges,SilverBadges,BronzeBadges
"236412","103","580","1","0","0","55","0","1","0","0","0","0","2"
"124605","103","1657","2","0","0","0","0","0","0","0","0","0","2"
"88887","103","2008","1","1","0","98","0","1","0","0","0","0","2"
"255077","103","347","2","3","0","194","0","3","1","0","0","0","5"
"30935","103","2675","4","8","0","125","0","2","0","0","0","0","3"
"227523","103","673","4","3","0","1604","0","1","0","0","0","0","4"
"9012","103","3201","0","6","0","29","0","1","0","0","0","0","2"
"280059","103","82","4","1","0","21","0","1","0","0","0","0","3"
"22536","103","2873","0","2","0","0","0","0","0","0","0","0","3"
"139896","103","1509","3","1","0","94","0","1","1","0","0","0","4"
"149561","103","1418","0","0","0","159","-1","1","0","0","0","0","2"
"202868","103","921","1","0","0","59","0","1","0","0","0","0","1"
"40599","103","2550","3","0","0","0","0","0","0","0","0","0","3"
"202338","103","928","5","1","0","52","0","1","0","0","0","0","3"
"79007","103","2112","4","3","0","0","0","0","0","0","0","0","3"
"127655","103","1633","4","21","0","102","0","2","0","0","0","0","4"
"106232","103","1829","0","126","0","0","0","0","0","0","0","0","4"
"149038","103","1423","3","2","0","68","0","1","0","0","0","0","5"
"226928","103","679","0","1","0","106","0","1","0","0","0","0","2"
"242528","103","510","2","3","0","64","0","1","0","0","0","0","2"
"65372","103","2265","22","3","0","2305","6","6","3","0","0","0","6"
"84217","103","2057","0","9","0","200","0","1","0","0","0","0","3"
"124346","103","1660","6","8","0","153","0","2","0","0","0","0","2"
"127720","103","1632","1","1","0","961","0","2","0","0","0","0","3"
"121505","103","1693","67","0","0","4480","8","2","0","0","0","1","7"
"227001","103","678","5","3","0","192","0","3","0","0","0","0","4"
"157115","103","1355","4","0","0","184","-1","2","0","0","0","0","3"
"140205","103","1506","2","0","0","469","0","1","0","0","0","0","2"
"140202","103","1506","24","0","0","1235","6","6","3","0","0","0","4"
"62936","103","2295","6","0","0","421","-1","1","0","0","0","0","1"
"63152","103","2292","13","637","0","0","0","0","0","0","1","3","4"
"188112","103","1060","2","2","0","0","0","0","0","0","0","0","5"
"63034","103","2294","3","0","0","757","0","1","0","0","0","0","2"
"63149","103","2292","4","0","0","103","0","1","0","0","0","0","3"
"247562","103","447","1","0","0","60","-1","1","0","0","0","0","1"
"138720","103","1521","0","0","0","140","0","1","0","0","0","0","1"
"157107","103","1355","3","1","0","271","0","1","0","0","0","0","3"
"65329","103","2266","12","1","0","29","0","1","0","0","0","0","4"
"41188","103","2541","3","0","0","0","0","0","0","0","0","0","2"
"68342","103","2237","3","0","0","137","0","1","0","0","0","0","2"
"135875","103","1549","12","31","0","3981","5","1","0","0","0","1","9"
"127846","103","1631","0","0","0","0","0","0","0","0","0","0","3"
"115076","103","1753","0","15","0","1951","0","1","0","0","0","0","4"
"68337","103","2237","1","4","0","0","0","0","0","0","0","0","2"
"227723","103","670","3","0","0","93","-1","1","0","0","0","0","2"
"127642","103","1633","2","5","0","0","0","0","0","0","0","0","3"
"89210","103","2004","11","0","0","102","-1","1","0","0","0","0","2"
"31165","103","2670","1","5","0","0","0","0","0","0","0","0","3"
"78839","103","2114","4","13","0","0","0","0","0","0","0","0","3"
"128173","103","1628","1","0","0","0","0","0","0","0","0","0","2"
"136196","103","1546","13","0","0","6346","-1","2","0","0","0","1","5"
"136197","103","1546","45","2","0","0","0","0","0","0","0","0","2"
"230546","103","651","1","0","0","83","0","2","0","0","0","0","1"
"40202","103","2556","1","31","0","0","0","0","0","0","0","0","3"
"263316","103","278","2","2","0","0","0","0","0","0","0","0","4"
"63118","103","2293","17","0","0","382","0","1","0","0","0","0","1"
"106618","103","1825","1","51","0","0","0","0","0","0","0","0","4"
"78541","103","2118","3","9","0","0","0","0","0","0","0","0","3"
"115022","103","1753","3","0","0","931","0","1","0","0","0","0","3"
"395","103","3739","16","2","0","0","0","0","0","0","0","0","2"
"176130","103","1174","1","1","0","62","0","1","0","0","0","0","2"
"84313","103","2056","0","1","0","271","0","1","0","0","0","0","4"
"136212","103","1545","3","0","0","225","0","1","0","0","0","0","3"
"262444","103","285","2","0","0","55","0","1","0","0","0","0","2"
"149352","103","1419","4","1","0","70","0","1","0","0","0","0","3"
"84406","103","2054","2","1","0","321","0","1","0","0","0","0","3"
"255291","103","345","25","3","0","297","4","6","2","0","0","0","6"
"62974","103","2295","9","2","0","87","0","1","0","0","0","0","4"
"127651","103","1633","4","3","0","1269","10","1","0","0","0","0","7"
"138675","103","1522","1","2","0","78","0","1","0","0","0","0","3"
"263274","103","278","8","1","0","81","0","2","0","0","0","0","3"
"22441","103","2875","2","23","0","0","0","0","0","0","0","0","3"
"115110","103","1752","17","1","0","4923","-1","2","0","0","0","1","5"
"115101","103","1752","2","0","0","192","0","1","0","0","0","0","2"
"276706","103","122","1","0","0","57","0","1","0","0","0","0","2"
"78638","103","2116","3","6","0","0","0","0","0","0","0","0","3"
"124756","103","1655","18","5","0","0","0","0","1","0","0","0","5"
"84388","103","2055","2","1","0","0","0","0","0","0","0","0","4"
"88806","103","2009","6","0","0","942","0","1","0","0","0","0","4"
"121199","103","1697","6","5","0","679","0","1","0","0","0","0","4"
"129461","103","1614","1","1","0","197","0","1","0","0","0","0","4"
"68482","103","2235","0","1156","0","0","0","0","0","0","0","1","5"
"188194","103","1060","0","1","0","116","0","1","0","0","0","0","3"
"132481","103","1582","6","126","0","420","-2","2","0","0","0","0","4"
"242561","103","510","0","0","0","88","0","1","0","0","0","0","3"
"207562","103","867","1","2","0","0","0","0","0","0","0","0","2"
"279703","103","86","1","1","0","37","0","1","0","0","0","0","2"
"71974","103","2200","4","176","0","0","0","0","0","0","0","0","5"
"9179","103","3192","8","0","0","2201","0","1","0","0","0","0","3"
"9164","103","3193","7","38","0","0","0","0","0","0","0","1","7"
"65401","103","2265","31","0","0","0","0","0","0","0","0","0","2"
"252560","103","378","2","0","0","48","0","1","0","0","0","0","1"
"114288","103","1761","1","0","0","51","0","1","0","0","0","0","2"
"92310","103","1978","4","3","0","38","0","1","0","0","0","0","4"
"72340","103","2195","3","1","0","2416","10","3","0","0","0","0","6"
"220800","103","745","0","1","0","72","0","1","0","0","0","0","3"
"20220","103","2935","3","0","0","5217","10","1","0","0","0","1","4"
"95106","103","1947","3","0","0","0","0","0","0","0","0","0","2"
"213274","103","813","0","0","0","551","0","1","0","0","0","0","2"
"244173","103","489","2","0","0","80","0","2","0","0","0","0","2"
"82691","103","2077","2","6","0","0","0","0","0","0","0","0","5"
"92454","103","1977","0","0","0","40","0","1","1","0","0","0","1"
"789","103","3712","20","15","0","0","0","0","0","0","0","0","4"
"25285","103","2808","1","5","0","0","0","0","0","0","0","0","5"
"60747","103","2313","1","0","0","185","0","1","0","0","0","0","1"
"94901","103","1950","3","4","0","0","0","0","0","0","0","0","3"
"51881","103","2422","3","31","0","155","0","2","0","0","0","0","4"
"238716","103","548","5","21","0","0","0","0","1","0","0","0","3"
"257245","103","321","1","3","0","38","0","2","0","0","0","0","5"
"95491","103","1943","7","0","0","64","0","1","0","0","0","0","2"
"25561","103","2801","20","4","0","0","0","0","0","0","1","1","4"
"159469","103","1329","3","0","0","289","-1","1","0","0","0","0","2"
"130159","103","1607","1","5","0","201","0","1","0","0","0","0","3"
"1008","103","3693","5","39","0","0","0","0","0","0","0","0","3"
"73966","103","2174","4","0","0","148","0","1","0","0","0","0","2"
"157633","103","1350","0","1","0","31","0","1","0","0","0","0","4"
"3728","103","3546","3","3","0","0","0","0","0","0","0","0","3"
"98982","103","1907","6","8","0","610","0","1","0","0","0","0","3"
"29004","103","2718","3","0","0","584","0","1","0","0","0","0","1"
"264177","103","270","9","0","0","50","0","1","0","0","0","0","2"
"28828","103","2722","19","1","0","248","0","1","0","0","0","0","7"
"20186","103","2936","21","2","0","207","0","1","0","0","0","0","6"
"20129","103","2937","2","6","0","836","0","1","0","0","0","0","3"
"105185","103","1839","13","61","0","0","0","0","0","0","0","0","2"
"235611","103","591","1","1","0","48","0","1","0","0","0","0","3"
"74083","103","2173","4","35","0","0","0","0","0","0","0","0","3"
"31747","103","2661","8","10","0","793","0","1","0","0","0","0","5"
"58207","103","2353","0","4","0","0","0","0","0","0","0","0","2"
"263822","103","274","30","3","0","91","5","3","3","0","0","0","5"
"95098","103","1947","1","7","0","87","0","1","0","0","0","0","4"
"72972","103","2187","8","1","0","620","0","1","0","0","0","0","5"
"243260","103","501","0","2","0","109","0","1","0","0","0","0","2"
"146857","103","1441","1","0","0","384","-1","2","0","0","0","0","1"
"283819","103","42","0","0","0","0","0","0","0","0","0","0","1"
"74408","103","2169","2","0","0","82","0","1","0","0","0","0","1"
"259335","103","310","0","0","0","49","0","1","0","0","0","0","2"
"887","103","3703","6","3","0","0","0","0","0","0","0","0","6"
"31276","103","2668","22","47","0","0","0","0","0","0","0","0","5"
"3701","103","3547","3","2","0","2049","0","1","0","0","0","0","4"
"83019","103","2073","12","5","0","852","8","4","1","1","0","0","5"
"157428","103","1352","1","0","0","36","-2","1","0","0","0","0","2"
"94939","103","1949","2","1","0","86","0","1","0","0","0","0","4"
"244019","103","491","1","1","0","47","0","1","0","0","0","0","3"
"136397","103","1544","6","3","0","0","0","0","0","0","0","0","4"
"98857","103","1908","0","0","0","78","0","1","0","0","0","0","3"
"72450","103","2194","2","0","0","725","0","1","0","0","0","0","1"
"114263","103","1761","2","3","0","141","0","1","0","0","0","0","5"
"94982","103","1949","1","0","0","921","0","1","0","0","0","0","1"
"28777","103","2723","1","2","0","0","0","0","0","0","0","0","3"
"95310","103","1945","3","0","0","796","0","1","0","0","0","0","2"
"252337","103","381","5","2","0","56","0","1","0","0","0","0","3"
"244039","103","490","0","0","0","33","0","1","0","0","0","0","1"
"130627","103","1602","4","2","0","435","0","1","0","0","0","0","2"
"3421","103","3566","16","0","0","1050","10","1","0","0","0","0","4"
"52010","103","2420","7","17","0","977","7","1","1","0","0","0","7"
"243302","103","500","3","2","0","83","0","1","0","0","0","0","2"
"863","103","3706","9","11","0","0","0","0","0","0","0","0","3"
"73071","103","2186","2","1","0","305","0","1","0","0","0","0","3"
"3770","103","3544","1","0","0","0","0","0","0","0","0","0","2"
"3282","103","3576","21","0","0","1176","10","2","0","0","0","0","3"
"248133","103","440","4","2","0","71","0","1","0","0","0","0","4"
"146834","103","1442","5","0","0","234","0","1","0","0","0","0","3"
"95011","103","1949","1","2","0","652","0","1","0","0","0","0","4"
"263922","103","273","1","2","0","84","0","1","0","0","0","0","3"
"83013","103","2073","10","0","0","82","0","1","0","0","0","0","2"
"3414","103","3566","8","0","0","0","0","0","0","0","0","0","2"
"25213","103","2810","35","3","0","99","0","1","0","0","0","1","3"
"98883","103","1908","1","0","0","95","-2","1","0","0","0","0","1"
"136578","103","1542","8","2","0","92","0","1","0","0","0","0","4"
"112684","103","1776","33","1","0","0","0","0","0","0","0","0","4"
"106789","103","1824","1","0","0","38","0","1","0","0","0","0","1"
"105093","103","1839","3","0","0","0","0","0","0","0","0","0","1"
"25114","103","2812","1","0","0","0","0","0","0","0","0","0","1"
"3717","103","3547","18","0","0","10963","0","1","0","0","1","1","4"
"73909","103","2175","1","2","0","346","10","1","0","0","0","0","5"
"57967","103","2357","3","1","0","172","0","1","0","0","0","0","2"
"92790","103","1973","13","18","0","0","0","0","0","0","0","0","4"
"238969","103","544","3","2","0","97","0","2","0","0","0","0","4"
"940","103","3699","5","1","0","675","0","1","0","0","0","0","4"
"213352","103","812","1","0","0","0","0","0","0","0","0","0","3"
"58051","103","2356","4","15","0","0","0","0","0","0","0","0","5"
"147359","103","1437","12","10","0","0","0","0","0","0","0","0","3"
"114279","103","1761","2","4","0","0","0","0","0","0","0","1","5"
"95222","103","1946","1","0","0","31","0","1","0","0","0","0","1"
"82155","103","2084","8","0","0","1414","0","2","0","0","0","0","5"
"218161","103","773","3","0","0","81","0","1","0","0","0","0","4"
"94649","103","1952","1","4","0","0","0","0","0","0","0","0","3"
"199312","103","955","8","8","0","0","0","0","5","2","0","0","5"
"3675","103","3550","96","1","0","27979","0","1","0","0","1","1","3"
"92908","103","1971","6","0","0","1274","0","1","0","0","0","0","4"
"52550","103","2413","5","5","0","0","0","0","0","0","0","0","3"
"147408","103","1437","0","1","0","0","0","0","0","0","0","0","4"
"269459","103","214","10","0","0","30","0","1","0","0","0","0","2"
"82842","103","2075","1","0","0","112","0","1","0","0","0","0","1"
"73665","103","2178","1","0","0","118","0","1","0","0","0","0","2"
"101940","103","1874","3","0","0","152","0","1","0","0","0","0","3"
"159402","103","1330","1","0","0","536","-1","1","0","0","0","0","1"
"212983","103","815","0","0","0","87","0","1","0","0","0","0","1"
"259745","103","306","0","1","0","43","0","1","0","0","0","0","2"
"259277","103","310","0","0","0","38","0","1","0","0","0","0","2"
"157850","103","1347","8","108","0","45","0","1","0","0","0","0","3"
"72776","103","2190","9","5","0","0","0","0","0","0","0","0","4"
"250887","103","400","1","9","0","0","0","0","0","0","0","0","4"
"82170","103","2083","3","0","0","117","-4","2","0","0","0","0","3"
"52273","103","2417","1","5","0","0","0","0","0","0","0","0","4"
"250577","103","405","6","2","0","84","0","1","0","0","0","0","3"
"72622","103","2192","5","2","0","1169","0","1","0","0","0","0","5"
"82789","103","2076","0","1","0","55","0","1","0","0","0","0","3"
"25187","103","2811","0","17","0","0","0","0","0","0","0","0","2"
"104837","103","1842","19","15","0","3317","0","1","0","0","0","1","5"
"208587","103","857","2","5","0","181","0","1","0","0","0","0","4"
"52139","103","2418","3","0","0","0","0","0","0","0","0","0","2"
"72631","103","2192","15","9","0","2703","0","1","0","0","0","1","4"
"73649","103","2178","5","2","0","785","0","1","0","0","0","0","2"
"220566","103","747","3","0","0","53","-3","1","0","0","0","0","0"
"155531","103","1370","34","23","0","0","0","0","1","0","0","0","4"
"60297","103","2320","5","1","0","5204","0","1","0","0","0","1","3"
"58260","103","2352","11","0","0","0","0","0","0","0","0","0","2"
"20637","103","2924","2","0","0","0","0","0","0","0","0","0","1"
"250848","103","401","3","1","0","68","0","1","0","0","0","0","3"
"90511","103","1988","0","0","0","146","0","1","0","0","0","0","4"
"169374","103","1240","1","1","0","984","0","1","0","0","0","0","3"
"279268","103","91","1","1","0","23","0","1","0","0","0","0","2"
"98759","103","1909","2","5","0","35","0","1","0","0","0","0","4"
"199296","103","956","6","28","0","0","0","0","0","0","0","0","5"
"113990","103","1763","0","0","0","31","0","1","0","0","0","0","3"
"267574","103","236","1","2","0","153","0","1","0","0","0","0","2"
"20491","103","2928","1","11","0","0","0","0","0","0","0","0","3"
"25401","103","2805","12","0","0","7737","10","1","0","0","0","1","5"
"61970","103","2310","3","26","0","0","0","0","0","0","0","0","4"
"259672","103","307","2","0","0","156","0","1","0","0","0","0","3"
"52574","103","2413","3","28","0","91","0","1","0","0","0","0","4"
"20489","103","2928","5","1","0","5008","0","1","0","0","0","1","6"
"199521","103","953","3","1","0","73","0","1","0","0","0","0","3"
"149988","103","1414","0","10","0","0","0","0","0","0","0","0","3"
"218126","103","774","0","1","0","99","0","1","0","0","0","0","3"
"60892","103","2311","5","2","0","1611","0","1","0","0","0","0","4"
"91929","103","1983","17","1","0","19971","-1","1","0","0","1","1","3"
"73411","103","2182","1","53","0","203","0","1","0","0","0","0","4"
"73163","103","2185","2","0","0","517","0","1","0","0","0","0","1"
"28707","103","2725","2","12","0","111","0","1","0","0","0","0","4"
"72712","103","2191","20","0","0","0","0","0","0","0","0","0","2"
"92031","103","1982","9","0","0","0","0","0","0","0","1","1","3"
"199353","103","955","2","2","0","1132","9","4","0","0","0","0","5"
"208501","103","858","4","4","0","0","0","0","0","0","0","0","3"
"113925","103","1764","14","11","0","0","0","0","0","0","0","0","4"
"281718","103","63","0","0","0","47","0","1","0","0","0","0","2"
"113869","103","1765","0","1","0","0","0","0","0","0","0","0","5"
"130756","103","1600","7","1396","0","0","0","0","0","0","2","2","6"
"73435","103","2181","8","1","0","136","0","1","0","0","0","0","2"
"159294","103","1331","3","66","0","0","0","0","0","0","0","0","4"
"99378","103","1903","11","5","0","906","0","1","0","0","0","0","4"
"259797","103","306","10","5","0","69","0","1","0","0","0","0","5"
"235645","103","591","4","2","0","270","0","1","0","0","0","0","3"
"20525","103","2927","4","2","0","261","0","1","0","0","0","0","2"
"90337","103","1991","3","0","0","1003","0","1","0","0","0","0","2"
"112645","103","1776","7","2","0","0","0","0","0","0","0","0","3"
"82745","103","2076","14","8","0","0","0","0","0","0","0","0","4"
"130858","103","1600","0","0","0","255","0","1","0","0","0","0","1"
"52288","103","2417","7","69","0","255","0","1","0","0","0","0","3"
"142952","103","1476","0","0","0","0","0","0","0","0","0","0","2"
"90338","103","1991","0","0","0","70","0","1","0","0","0","0","4"
"73423","103","2181","1","32","0","0","0","0","0","0","0","0","4"
"250559","103","405","3","1","0","41","0","1","0","0","0","0","3"
"92683","103","1974","4","1","0","619","0","1","0","0","0","0","2"
"238522","103","551","3","0","0","96","0","2","0","0","0","0","2"
"73691","103","2178","46","8","0","4629","10","4","0","0","0","1","6"
"98742","103","1909","14","4","0","87","0","1","0","0","0","0","3"
"269691","103","211","1","2","0","44","0","1","0","0","0","0","2"
"106965","103","1822","2","2","0","120","0","1","0","0","0","0","2"
"269357","103","215","3","1","0","51","0","1","0","0","0","0","4"
"261972","103","289","2","2","0","431","0","1","0","0","0","0","3"
"169489","103","1238","2","1","0","145","0","2","0","0","0","0","3"
"106962","103","1822","11","249","0","0","0","0","0","0","1","1","7"
"257054","103","323","1","2","0","57","0","1","0","0","0","0","3"
"199408","103","955","3","1","0","191","0","1","0","0","0","0","2"
"267580","103","236","0","0","0","73","0","1","0","0","0","0","3"
"62015","103","2309","2","2","0","1288","0","1","0","0","0","0","4"
"75541","103","2155","1","2","0","137","0","1","0","0","0","0","3"
"260488","103","300","1","1","0","31","0","1","0","0","0","0","3"
"3138","103","3586","8","0","0","477","0","1","0","0","0","0","1"
"12066","103","3073","9","0","0","2695","0","1","0","0","0","1","4"
"129861","103","1610","5","3","0","0","0","0","0","0","0","0","5"
"258889","103","314","1","0","0","85","0","1","0","0","0","0","2"
"29956","103","2696","30","39","0","0","0","0","0","0","0","0","6"
"109517","103","1809","3","1","0","100","0","1","0","0","0","0","3"
"109544","103","1809","6","1","0","262","-3","1","0","0","0","0","1"
"46714","103","2458","34","0","0","9560","10","1","0","0","0","1","4"
"283042","103","51","2","2","0","0","0","0","0","0","0","0","3"
"140393","103","1503","1","1","0","54","0","1","0","0","0","0","3"
"9919","103","3157","26","7","0","0","0","0","0","0","0","0","4"
"150918","103","1405","7","0","0","2088","0","1","0","0","0","0","3"
"255922","103","338","0","0","0","40","0","1","0","0","0","0","1"
"183192","103","1104","18","0","0","2264","0","1","0","0","0","0","2"
"101204","103","1883","2","0","0","1945","0","1","0","0","0","0","3"
"214505","103","801","6","3","0","82","0","1","0","0","0","0","5"
"234621","103","604","35","0","0","2624","10","10","1","0","0","1","7"
"234305","103","607","2","1","0","112","0","1","0","0","0","0","3"
"283334","103","48","4","10","0","0","0","0","0","0","0","0","2"
"204332","103","904","0","1","0","20","0","1","0","0","0","0","2"
"183011","103","1106","27","1","0","27","0","1","0","0","0","0","4"
"234805","103","601","0","2","0","0","0","0","0","0","0","0","4"
"214134","103","804","24","8","0","0","0","0","0","0","0","0","5"
"147506","103","1436","3","1","0","68","0","2","0","0","0","0","3"
"30385","103","2686","13","3","0","0","0","0","0","0","0","0","2"
"76500","103","2142","1","1","0","691","0","1","0","0","0","0","2"
"83593","103","2066","2","0","0","80","0","1","0","0","0","0","1"
"255935","103","338","1","1","0","119","0","1","0","0","0","0","3"
"199995","103","946","4","0","0","95","0","1","0","0","0","0","1"
"17333","103","2959","10","10","0","0","0","0","0","0","0","0","4"
"111716","103","1787","26","0","0","7616","7","7","0","0","0","1","3"
"211463","103","830","3","1","0","38","0","1","0","0","0","0","3"
"255941","103","338","3","0","0","38","0","1","0","0","0","0","3"
"12115","103","3071","2","4","0","0","0","0","0","0","0","0","4"
"30579","103","2683","4","0","0","2048","0","1","0","0","0","0","3"
"11542","103","3093","6","1","0","0","0","0","0","0","0","0","4"
"217578","103","781","4","0","0","204","0","1","0","0","0","0","1"
"251985","103","386","3","0","0","59","0","1","0","0","0","0","1"
"217574","103","781","0","7","0","0","0","0","0","0","0","0","3"
"95773","103","1940","0","0","0","1906","0","1","0","0","0","0","4"
"211389","103","830","0","11","0","380","-3","2","0","0","0","0","2"
"181391","103","1122","2","3","0","53","0","1","0","0","0","0","4"
"11537","103","3093","5","1","0","85","0","1","0","0","0","0","2"
"140435","103","1502","2","1","0","706","0","1","0","0","0","0","3"
"9954","103","3156","1","3","0","0","0","0","0","0","0","0","3"
"211401","103","830","1","0","0","701","0","1","0","0","0","0","2"
"204451","103","902","4","2","0","57","0","1","0","0","0","0","3"
"270457","103","201","0","2","0","21","0","1","0","0","0","0","2"
"24760","103","2819","0","2","0","0","0","0","0","0","0","0","3"
"23920","103","2837","7","1","0","245","0","1","0","0","0","0","4"
"30537","103","2683","3","0","0","474","0","2","0","0","0","0","1"
"216174","103","785","3","0","0","88","0","1","0","0","0","0","2"
"57728","103","2361","13","1","0","947","0","1","0","0","0","0","3"
"129732","103","1612","13","14","0","0","0","0","0","0","0","0","4"
"101473","103","1880","5","0","0","5222","0","1","1","0","0","1","4"
"252043","103","386","0","0","0","104","0","1","0","0","0","0","2"
"199657","103","951","0","4","0","0","0","0","0","0","0","0","3"
"83518","103","2067","39","6","0","8428","6","3","0","0","0","1","10"
"153879","103","1386","2","0","0","507","10","1","0","0","0","0","3"
"17382","103","2958","10","0","0","0","0","0","0","0","0","0","2"
"8574","103","3225","1","0","0","246","0","1","0","0","0","0","2"
"17605","103","2952","10","1","0","2237","0","1","0","0","0","0","6"
"133218","103","1575","2","0","0","0","0","0","0","0","0","0","3"
"224016","103","711","3","0","0","152","0","1","0","0","0","0","2"
"95637","103","1942","11","0","0","888","-1","1","0","0","0","0","3"
"183087","103","1105","19","21","0","638","5","10","1","0","0","0","6"
"46836","103","2456","2","3","0","90","0","1","0","0","0","0","4"
"214147","103","804","0","0","0","0","0","0","0","0","0","0","2"
"183106","103","1105","0","1","0","64","0","1","0","0","0","0","2"
"265356","103","260","2","1","0","31","0","1","0","0","0","0","2"
"204385","103","903","5","3","0","91","-1","2","0","0","0","0","3"
"223932","103","712","4","15","0","70","0","1","0","0","0","0","2"
"191190","103","1042","1","1","0","42","0","1","0","0","0","0","2"
"75540","103","2155","3","6","0","107","0","2","0","0","0","0","3"
"11523","103","3093","1","2","0","226","0","1","0","0","0","0","3"
"183251","103","1104","3","7","0","53","0","1","0","0","0","0","2"
"265202","103","261","1","1","0","49","0","1","0","0","0","0","2"
"147548","103","1435","0","0","0","166","0","1","0","0","0","0","4"
"147902","103","1432","0","1","0","0","0","0","0","0","0","0","4"
"224021","103","711","9","0","0","335","-1","1","0","0","0","0","5"
"133162","103","1576","0","7","0","96","0","1","0","0","0","0","4"
"8416","103","3234","29","34","0","144","0","1","0","0","0","0","5"
"133187","103","1576","0","0","0","0","0","0","0","0","0","0","3"
"234510","103","605","1","3","0","1054","10","1","0","0","0","0","5"
"220291","103","750","1","6","0","225","0","2","0","0","0","0","4"
"187968","103","1061","0","0","0","25","0","1","0","0","0","0","1"
"253822","103","362","1","1","0","21","0","1","0","0","0","0","3"
"96073","103","1937","3","3","0","0","0","0","0","0","0","0","3"
"46927","103","2455","10","3","0","0","0","0","0","0","0","0","4"
"46660","103","2459","0","1","0","236","0","1","0","0","0","0","4"
"17487","103","2956","27","16","0","0","0","0","0","0","0","0","4"
"12018","103","3075","5","2","0","57","0","1","0","0","0","0","2"
"270226","103","204","0","2","0","75","-1","2","0","0","0","0","3"
"159748","103","1326","5","3","0","311","0","1","0","0","0","0","4"
"83315","103","2069","0","3","0","0","0","0","0","0","0","0","2"
"2997","103","3593","7","34","0","0","0","0","0","0","0","0","3"
"10026","103","3153","6","1","0","936","0","1","0","0","0","0","3"
"17548","103","2954","7","2","0","1021","0","1","0","0","0","0","5"
"83292","103","2069","2","0","0","125","0","1","0","0","0","0","3"
"183112","103","1105","1","1","0","141","0","1","0","0","0","0","3"
"17445","103","2957","3","14","0","0","0","0","0","0","0","0","2"
"57465","103","2366","1","2","0","84","0","1","0","0","0","0","3"
"12010","103","3075","13","8","0","0","0","0","0","0","0","0","5"
"217343","103","783","2","5","0","114","-1","2","0","0","0","0","4"
"181563","103","1120","0","7","0","38","0","1","0","0","0","0","3"
"3011","103","3593","11","1","0","274","10","1","0","0","0","0","4"
"9714","103","3167","5","1","0","1576","0","1","0","0","0","0","4"
"3048","103","3590","31","49","0","0","0","0","0","0","0","0","4"
"8628","103","3223","391","7","0","0","0","0","0","0","0","0","3"
"220399","103","749","34","4","0","3210","9","2","0","0","0","1","4"
"75615","103","2154","1","0","0","282","0","1","0","0","0","0","1"
"129945","103","1609","18","9","0","2085","8","9","0","0","0","0","5"
"75641","103","2153","0","22","0","0","0","0","0","0","0","0","5"
"109230","103","1811","0","4","0","0","0","0","0","0","0","0","4"
"151029","103","1404","1","1","0","50","0","1","0","0","0","0","4"
"3042","103","3590","5","0","0","0","0","0","0","0","0","0","2"
"75614","103","2154","4","0","0","114","0","1","0","0","0","0","2"
"260627","103","299","738","1","0","104","0","2","0","0","0","0","5"
"265009","103","263","4","2","0","71","0","1","0","0","0","0","3"
"11993","103","3076","11","5","0","0","0","0","0","0","0","0","3"
"46553","103","2461","0","0","0","33","0","1","0","0","0","0","2"
"9857","103","3160","38","3","0","0","0","0","0","0","0","0","4"
"100791","103","1888","0","0","0","0","0","0","0","0","0","0","1"
"8439","103","3233","11","1","0","1359","9","2","0","0","0","0","3"
"2916","103","3598","15","53","0","0","0","0","0","0","0","0","3"
"2883","103","3600","13","0","0","0","0","0","1","0","0","0","1"
"177593","103","1161","0","0","0","113","0","1","0","0","0","0","2"
"17185","103","2965","5","1","0","2726","1","1","0","0","0","1","5"
"46965","103","2454","15","16","0","65","0","1","0","0","0","0","5"
"8567","103","3226","1","4","0","210","0","1","0","0","0","0","5"
"46977","103","2454","0","0","0","54","0","1","0","0","0","0","1"
"159730","103","1327","3","1","0","195","0","1","0","0","0","0","2"
"169892","103","1235","2","15","0","0","0","0","4","2","0","0","5"
"187781","103","1063","0","0","0","268","-1","1","0","0","0","0","1"
"170035","103","1233","0","1","0","35","0","1","0","0","0","0","2"
"19861","103","2945","5","2","0","0","0","0","0","0","0","0","4"
"12197","103","3069","5","1","0","0","0","0","0","0","0","0","3"
"223770","103","713","0","1","0","0","0","0","0","0","0","0","2"
"95886","103","1939","0","1","0","526","0","1","0","0","0","0","3"
"234375","103","606","10","2","0","140","1","3","0","0","0","0","5"
"83433","103","2068","3","3","0","193","0","2","0","0","0","0","4"
"253676","103","364","1","1","0","70","0","1","0","0","0","0","3"
"280371","103","78","0","2","0","42","0","1","0","0","0","0","3"
"109593","103","1808","3","0","0","71","0","1","0","0","0","0","3"
"109057","103","1813","21","13","0","840","5","1","0","0","0","0","6"
"18742","103","2949","43","0","0","5241","6","6","0","0","0","0","5"
"95900","103","1939","0","2","0","142","0","1","0","0","0","0","2"
"9743","103","3166","10","0","0","0","0","0","0","0","0","0","1"
"177687","103","1160","1","0","0","63","0","1","0","0","0","0","1"
"133358","103","1574","4","9","0","0","0","0","0","0","0","0","2"
"29738","103","2700","3","0","0","1862","0","1","0","0","0","0","2"
"23862","103","2839","5","0","0","732","0","1","0","0","0","0","1"
"95912","103","1939","0","0","0","0","0","0","0","0","0","0","3"
"109244","103","1811","3","0","0","44","0","1","0","0","0","0","1"
"24036","103","2835","11","0","0","0","0","0","0","0","0","0","3"
"148075","103","1431","4","2","0","1726","0","1","0","0","0","0","4"
